term,estimate,std.error,statistic,p.value
(Intercept),-53.86029750521116,6.119431186319819,-8.801520250054866,5.8686719965053046e-18
log_avg_haus,10.898180617516706,1.1260074818519694,9.678604088484587,3.0917429970080877e-21
mahalanobis,36.58976148483027,3.5235247002213947,10.38442031711349,4.682603394711208e-24
euclidean,-0.2223906044205711,0.027484405332396815,-8.091519599240943,1.705282091873771e-15
