pair_id,category,drawing_key_id_1,drawing_key_id_2,ci_lower_human,ci_upper_human,human_rating_mean,n_participants
353,tree,6264148910407680,6174156326436864,1.7,2.5,2.1,10
354,tree,6264404926529536,4609853571989504,5.142857142857143,7,6.285714285714286,7
355,tree,6270145355841536,6556114139217920,2.2857142857142856,3.5,2.857142857142857,14
356,tree,6271033923338240,5775386208108544,4.933333333333334,6,5.466666666666667,15
357,tree,6296935361150976,5890793690628096,6.1,6.9,6.5,10
358,tree,6302376669478912,6585894687473664,4.363636363636363,5.7272727272727275,5.090909090909091,11
359,tree,6307926773858304,5789507221716992,5.5,7,6.25,8
360,tree,6318835097403392,5877961469198336,3.2857142857142856,5.571428571428571,4.428571428571429,7
361,tree,6323944921497600,6422416773349376,1.7950000000000046,3.4,2.6,5
362,tree,6328795495661568,5057710124957696,4.555555555555555,6.0027777777777755,5.333333333333333,9
363,tree,6329527238131712,6697642375512064,4.555555555555555,6.444444444444445,5.555555555555555,9
364,tree,6331931224440832,6058036227473408,3.2222222222222223,5.111111111111111,4.111111111111111,9
365,tree,6338419292635136,5895470259896320,6,6.8,6.4,5
366,tree,6341537778630656,6585894687473664,4.555555555555555,6.222222222222222,5.444444444444445,9
367,tree,6343973360631808,6632018693586944,5.363636363636363,6.636363636363637,6,11
368,tree,6362162056396800,5411631251062784,3.6363636363636362,5.909090909090909,4.818181818181818,11
369,tree,6372027596275712,6067248483532800,4.857142857142857,6.285714285714286,5.571428571428571,7
370,tree,6381970412011520,4752045758218240,5.466666666666667,6.533333333333333,6.066666666666666,15
371,tree,6425465445154816,6747812828020736,2.857142857142857,5.428571428571429,4.142857142857143,7
372,tree,6433464687525888,5079657730801664,3.357142857142857,4.642857142857143,4,14
373,tree,6435272415772672,6140366757560320,3.2479166666666686,4.833333333333333,4,12
374,tree,6441286313705472,4800797361569792,1.5,3.375,2.375,8
375,tree,6471317173829632,6666180834099200,3,6.333333333333333,4.833333333333333,6
376,tree,6484200028897280,6740925642440704,2.2,3.3,2.7,10
377,tree,6487434462232576,6140366757560320,2.8,4.4,3.6,10
378,tree,6492093763551232,5944161578516480,3.5714285714285716,5.857142857142857,4.571428571428571,7
379,tree,6506105289048064,5877076991148032,4.555555555555555,6.111111111111111,5.333333333333333,9
380,tree,6509219673014272,5009873450303488,3.3333333333333335,5.111111111111111,4.222222222222222,9
381,tree,6530589869998080,5584278081503232,4.5,6.375,5.5,8
382,tree,6556725303836672,6129986647883776,4.6,6.3,5.5,10
383,tree,6560186254753792,5009863518191616,5.333333333333333,6.833333333333333,6.166666666666667,6
384,tree,6571670984720384,5963324430745600,2.3846153846153846,3.923076923076923,3.076923076923077,13
385,tree,6573084209315840,6410852137697280,2.75,6.5,4.75,4
386,tree,6582563558653952,5044755949944832,5.583333333333333,6.583333333333333,6.083333333333333,12
387,tree,6592054090006528,5794692136435712,3.3333333333333335,5,4.111111111111111,9
388,tree,6601115938324480,5103015675559936,3.727272727272727,5.909090909090909,4.818181818181818,11
389,tree,6603145708830720,4681674581344256,4.3076923076923075,5.461538461538462,4.846153846153846,13
390,tree,6610673314299904,5623310995947520,2.6470588235294117,3.823529411764706,3.235294117647059,17
391,tree,6618593166884864,5837754971717632,3.6153846153846154,5.769230769230769,4.6923076923076925,13
392,tree,6627380078575616,6324818322391040,4.8,5.8,5.3,10
393,tree,6659770427637760,5394857726050304,4.833333333333333,5.916666666666667,5.416666666666667,12
394,tree,6663513084788736,4987385538412544,2.1818181818181817,3.6363636363636362,2.909090909090909,11
395,tree,6666113066729472,4917750214426624,1.5,3,2.1666666666666665,6
396,tree,6684022107275264,5337229599703040,3.9,6.4,5.3,10
397,tree,6696130446360576,4748950617718784,7,7,7,4
398,tree,6728665192726528,5776618662395904,3.1538461538461537,5.153846153846154,4.153846153846154,13
399,tree,6731009435369472,5290741007908864,3,6,4.5,4
400,tree,6745743723331584,6094151017824256,3.5,5.083333333333333,4.333333333333333,12
